module,start,events,times
MATH10250,26:17.4,"['START', 'FINISH', 'JOIN']","[0, 13, 0]"
ECON20030,27:11.5,"['JOIN', 'START', 'FINISH']","[0, 0, 17]"
MATH10250,28:29.5,"['FINISH', 'JOIN', 'START']","[23, 0, 0]"
SCI10010,33:58.2,"['FINISH', 'JOIN', 'START']","[23, 0, 0]"
MATH10250,36:34.0,"['JOIN', 'START', 'FINISH']","[0, 0, 21]"
MATH10250,37:15.3,"['FINISH', 'START', 'JOIN']","[54, 0, 0]"
COMP5001R,38:16.6,"['JOIN', 'FINISH', 'START']","[0, 32, 0]"
STAT20110,38:59.7,"['START', 'FINISH', 'JOIN']","[0, 31, 0]"
SCI10010,39:45.6,"['JOIN', 'FINISH', 'START']","[0, 18, 0]"
STAT20110,40:12.1,"['LEAVE', 'START', 'JOIN', 'FINISH']","[15, 0, 0, 18]"
STAT20070,57:10.3,"['START', 'JOIN', 'FINISH']","[0, 0, 41]"
ACM10080,01:32.5,"['START', 'JOIN', 'FINISH', 'TRANSFER']","[0, 0, 6064, 6054]"
ECON20040,03:07.4,"['JOIN', 'START', 'FINISH']","[0, 0, 985]"
MST30050,06:10.7,"['FINISH', 'JOIN', 'START']","[2516, 0, 0]"
MATH10030,18:15.3,"['START', 'JOIN', 'FINISH']","[0, 0, 1001]"
STAT20110,46:34.9,"['FINISH', 'JOIN', 'JOIN', 'JOIN', 'START', 'JOIN']","[85, 0, 0, 0, 0, 0]"
MATH10250,56:22.4,"['JOIN', 'FINISH', 'START']","[0, 3399, 0]"
MATH10250,56:44.2,"['START', 'FINISH']","[0, 4711]"
MATH10250,57:12.6,"['JOIN', 'FINISH', 'START']","[0, 1032, 0]"
MEEN10030,11:40.2,"['JOIN', 'FINISH', 'START']","[0, 2086, 0]"
MATH20060,11:43.8,"['JOIN', 'START', 'FINISH']","[0, 0, 378]"
STAT20110,16:06.9,"['START', 'TRANSFER', 'FINISH', 'JOIN', 'JOIN', 'JOIN']","[0, 126, 1921, 136, 0, 0]"
STAT20110,29:17.8,"['START', 'JOIN', 'FINISH']","[0, 0, 106]"
STAT40250,31:44.0,"['START', 'FINISH', 'TRANSFER', 'JOIN']","[0, 8100, 6257, 0]"
MATH10250,42:48.8,"['FINISH', 'START', 'JOIN', 'JOIN', 'JOIN']","[1931, 0, 0, 0, 0]"
ACM20050,49:09.8,"['JOIN', 'START', 'FINISH']","[0, 0, 286]"
ACM20050,54:09.2,"['START', 'JOIN', 'FINISH']","[0, 0, 773]"
STAT20110,54:35.4,"['FINISH', 'START', 'JOIN']","[3284, 0, 0]"
STAT30240,11:31.1,"['FINISH', 'JOIN', 'START']","[355, 0, 0]"
MATH10250,19:34.4,"['START', 'FINISH', 'JOIN']","[0, 715, 0]"
MATH10250,26:45.0,"['START', 'JOIN', 'FINISH']","[0, 0, 119]"
ACM10080,29:49.7,"['JOIN', 'START', 'FINISH']","[0, 0, 730]"
MATH10340,33:43.8,"['JOIN', 'FINISH', 'START']","[0, 1823, 0]"
MEEN10030,40:31.5,"['FINISH', 'START', 'JOIN']","[1404, 0, 0]"
STAT20110,05:48.7,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 0, 1647]"
STAT20110,13:09.4,"['FINISH', 'START', 'JOIN', 'JOIN']","[369, 0, 0, 0]"
STAT20100,20:25.6,"['FINISH', 'JOIN', 'START', 'JOIN', 'JOIN', 'JOIN']","[588, 0, 0, 0, 8, 0]"
MATH10350,34:08.3,"['JOIN', 'FINISH', 'START']","[0, 758, 0]"
STAT20070,46:57.5,"['FINISH', 'JOIN', 'START']","[20, 0, 0]"
STAT30240,47:48.4,"['JOIN', 'START', 'FINISH']","[0, 0, 63]"
STAT20110,59:24.4,"['JOIN', 'START', 'FINISH']","[0, 0, 1211]"
MST20010,16:07.5,"['TRANSFER', 'START', 'JOIN', 'JOIN', 'FINISH']","[1692, 0, 0, 0, 6150]"
MATH20290,28:08.7,"['TRANSFER', 'JOIN', 'START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[1719, 0, 0, 0, 0, 0, 2342]"
STAT20110,35:43.6,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 0, 4344]"
MATH10340,44:38.3,"['JOIN', 'FINISH', 'START']","[0, 683, 0]"
MATH10250,47:38.9,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 2645]"
MST30050,57:00.1,"['START', 'JOIN', 'FINISH', 'TRANSFER']","[0, 0, 3705, 3702]"
MST10040,57:38.1,"['START', 'FINISH', 'JOIN']","[0, 2839, 0]"
STAT20070,08:06.5,"['START', 'JOIN', 'FINISH']","[0, 0, 1251]"
MEEN10030,20:51.3,"['START', 'JOIN', 'FINISH', 'TRANSFER', 'JOIN']","[0, 0, 1300, 1235, 1262]"
MATH10250,33:02.5,"['JOIN', 'START', 'FINISH']","[0, 0, 838]"
MATH10250,38:46.9,"['START', 'JOIN', 'FINISH']","[0, 0, 481]"
MATH10250,39:08.9,"['FINISH', 'START', 'JOIN']","[441, 0, 0]"
ACM30030,43:00.4,"['START', 'FINISH', 'JOIN']","[0, 39, 0]"
MATH10250,43:56.0,"['FINISH', 'JOIN', 'START']","[13, 0, 0]"
MATH10250,45:00.2,"['START', 'FINISH', 'JOIN']","[0, 71, 0]"
MST30030,45:51.7,"['TRANSFER', 'JOIN', 'START', 'FINISH']","[3716, 0, 0, 3720]"
MATH10250,48:45.8,"['START', 'JOIN', 'FINISH']","[0, 0, 14]"
FOR20100,56:59.1,"['START', 'JOIN', 'FINISH']","[0, 0, 78]"
MATH20290,59:02.2,"['FINISH', 'JOIN', 'START']","[13, 0, 0]"
STAT20110,00:21.7,"['JOIN', 'FINISH', 'JOIN', 'START']","[0, 422, 0, 0]"
MEEN10030,10:35.7,"['JOIN', 'START', 'FINISH', 'JOIN']","[0, 0, 876, 0]"
MATH10340,10:50.5,"['JOIN', 'TRANSFER', 'START', 'FINISH']","[0, 2225, 0, 2228]"
MATH10250,23:53.3,"['START', 'FINISH', 'JOIN']","[0, 589, 0]"
STAT20110,45:42.0,"['JOIN', 'START', 'FINISH']","[0, 0, 38]"
FIN40940,47:25.4,"['JOIN', 'START', 'FINISH']","[0, 0, 14]"
MATH00030,04:10.8,"['JOIN', 'START', 'FINISH', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN']","[0, 0, 2568, 0, 0, 0, 0, 0, 0]"
MATH10250,56:42.7,"['JOIN', 'START', 'FINISH']","[0, 0, 126]"
MATH10030,59:26.0,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 315]"
MATH10250,06:13.3,"['FINISH', 'START', 'JOIN']","[3674, 0, 0]"
MATH10250,06:26.7,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 2077]"
FOR20100,08:21.0,"['START', 'JOIN', 'FINISH']","[0, 0, 1163]"
STAT40690,09:11.5,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 4473, 4493]"
STAT40860,10:34.7,"['FINISH', 'JOIN', 'START']","[2023, 0, 0]"
ACM10070,23:08.1,"['FINISH', 'JOIN', 'START']","[1806, 0, 0]"
MATH20290,29:05.8,"['START', 'JOIN', 'FINISH', 'TRANSFER']","[0, 0, 3274, 3233]"
PHYC30020,34:56.9,"['START', 'FINISH', 'JOIN']","[0, 71, 0]"
MEEN10030,37:26.6,"['START', 'JOIN', 'TRANSFER', 'FINISH', 'TRANSFER']","[0, 0, 3562, 7386, 2697]"
STAT40080,48:51.2,"['FINISH', 'START', 'JOIN']","[32, 0, 0]"
STAT40080,49:52.9,"['JOIN', 'START', 'FINISH']","[0, 0, 48]"
MATH10250,53:20.3,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 10, 766]"
STAT20110,53:43.1,"['START', 'FINISH', 'JOIN']","[0, 562, 0]"
PHYC20020,55:54.0,"['JOIN', 'START', 'FINISH']","[0, 0, 678]"
MATH20060,04:04.4,"['TRANSFER', 'JOIN', 'START', 'JOIN', 'TRANSFER', 'FINISH']","[5794, 11, 0, 0, 1112, 5796]"
MATH10290,09:27.2,"['FINISH', 'START', 'JOIN']","[5461, 0, 0]"
STAT10050,12:53.0,"['START', 'JOIN', 'FINISH']","[0, 0, 35]"
MATH10250,14:45.3,"['JOIN', 'START', 'FINISH']","[0, 0, 3512]"
ACM30030,16:34.2,"['START', 'JOIN', 'FINISH']","[0, 0, 74]"
MEEN40010,19:29.8,"['START', 'JOIN', 'FINISH']","[0, 0, 19]"
FOR20100,21:00.1,"['JOIN', 'START', 'FINISH']","[0, 0, 44]"
MEEN10030,23:52.4,"['START', 'JOIN', 'FINISH']","[0, 0, 769]"
MATH10250,31:24.0,"['FINISH', 'START', 'JOIN']","[72, 0, 0]"
SCI10010,50:17.4,"['JOIN', 'START', 'JOIN', 'FINISH']","[920, 0, 0, 1352]"
MATH10250,55:57.6,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 13643, 13651]"
MATH20290,08:22.2,"['JOIN', 'JOIN', 'JOIN', 'JOIN', 'START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 0, 0, 0, 19, 12998, 13001]"
MATH10340,19:00.7,"['JOIN', 'START', 'FINISH', 'TRANSFER']","[0, 0, 12371, 12367]"
MATH10250,22:17.2,"['JOIN', 'START', 'TRANSFER', 'FINISH']","[0, 0, 12381, 12384]"
MATH10250,32:11.0,"['JOIN', 'JOIN', 'START', 'TRANSFER', 'FINISH']","[0, 0, 0, 11794, 11796]"
ACM30220,41:49.9,"['FINISH', 'START', 'JOIN']","[1133, 0, 0]"
MATH10230,52:00.9,"['JOIN', 'START', 'FINISH']","[0, 0, 2820]"
STAT20060,52:43.1,"['JOIN', 'FINISH', 'START']","[0, 879, 0]"
MATH10250,05:48.9,"['START', 'JOIN', 'FINISH', 'TRANSFER']","[0, 0, 9783, 9781]"
MATH10030,06:52.8,"['FINISH', 'START', 'JOIN']","[98, 0, 0]"
STAT20070,07:59.3,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 2373, 2410]"
MST30050,08:22.8,"['FINISH', 'JOIN', 'START']","[678, 0, 0]"
MATH10250,19:54.6,"['FINISH', 'START', 'JOIN']","[914, 0, 0]"
STAT10050,22:55.1,"['JOIN', 'START', 'FINISH']","[0, 0, 144]"
EEEN30160,34:34.2,"['JOIN', 'START', 'FINISH']","[0, 0, 26]"
MATH10250,40:23.7,"['START', 'FINISH', 'JOIN', 'JOIN']","[0, 516, 0, 0]"
ACM20050,50:08.0,"['START', 'FINISH', 'JOIN']","[0, 1411, 0]"
FOR20100,04:10.5,"['FINISH', 'START', 'JOIN']","[22, 0, 0]"
STAT40080,14:26.6,"['START', 'FINISH', 'JOIN']","[0, 50, 0]"
STAT30010,14:30.4,"['JOIN', 'JOIN', 'FINISH', 'START']","[15, 0, 1131, 0]"
MST30030,40:02.8,"['FINISH', 'JOIN', 'START']","[87, 0, 0]"
ECON20010,43:41.1,"['JOIN', 'FINISH', 'START']","[0, 2232, 0]"
MATH10230,56:12.5,"['FINISH', 'JOIN', 'START']","[137, 0, 0]"
ACM20050,21:17.0,"['FINISH', 'JOIN', 'START']","[53, 0, 0]"
MATH10340,22:46.0,"['JOIN', 'START', 'FINISH']","[0, 0, 1084]"
MATH10250,28:47.0,"['START', 'FINISH', 'JOIN', 'JOIN']","[0, 362, 0, 0]"
MATH10290,42:37.7,"['FINISH', 'JOIN', 'START']","[22, 0, 0]"
STAT30010,47:26.6,"['JOIN', 'START', 'FINISH']","[0, 0, 5124]"
MATH10290,52:00.4,"['FINISH', 'JOIN', 'START']","[814, 0, 0]"
ECON20040,56:14.7,"['START', 'FINISH', 'JOIN']","[0, 519, 0]"
MATH10040,59:49.3,"['START', 'JOIN', 'FINISH']","[0, 0, 1467]"
SBUS10050,05:27.7,"['FINISH', 'JOIN', 'START']","[3598, 0, 0]"
BMGT43840,05:58.6,"['START', 'JOIN', 'FINISH']","[0, 0, 7112]"
STAT30010,19:50.3,"['JOIN', 'JOIN', 'FINISH', 'START']","[0, 0, 2248, 0]"
MATH20290,20:23.9,"['JOIN', 'JOIN', 'FINISH', 'START']","[0, 0, 2183, 0]"
ECON20040,53:04.5,"['FINISH', 'JOIN', 'START']","[40, 0, 0]"
STAT10050,04:01.6,"['START', 'JOIN', 'FINISH']","[0, 0, 9475]"
MATH10250,04:38.3,"['JOIN', 'FINISH', 'START']","[0, 2759, 0]"
MATH20060,11:54.5,"['START', 'FINISH', 'JOIN']","[0, 226, 0]"
STAT40080,16:28.2,"['START', 'JOIN', 'FINISH']","[0, 0, 1634]"
MATH10290,26:12.5,"['JOIN', 'FINISH', 'START']","[0, 2081, 0]"
MATH20060,44:48.1,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 3045, 3391]"
FOR20100,54:19.8,"['JOIN', 'START', 'FINISH']","[0, 0, 488]"
MATH10040,59:28.3,"['FINISH', 'JOIN', 'START']","[126, 0, 0]"
MATH10040,02:10.9,"['JOIN', 'START', 'FINISH']","[0, 0, 1983]"
MATH00010,05:03.7,"['START', 'JOIN', 'FINISH']","[0, 0, 7132]"
ACM10070,06:08.0,"['JOIN', 'START', 'FINISH']","[0, 0, 2828]"
MATH10340,08:06.7,"['JOIN', 'FINISH', 'START']","[0, 1056, 0]"
MATH10040,26:10.7,"['FINISH', 'START', 'JOIN']","[919, 0, 0]"
MATH10040,29:05.7,"['JOIN', 'FINISH', 'START']","[0, 2255, 0]"
COMP10030,42:35.4,"['JOIN', 'FINISH', 'START']","[0, 188, 0]"
MATH00010,46:15.3,"['FINISH', 'JOIN', 'START']","[1206, 0, 0]"
FOR20100,55:21.4,"['START', 'FINISH', 'JOIN']","[0, 245, 0]"
MATH20290,08:03.5,"['START', 'FINISH', 'JOIN']","[0, 3568, 0]"
ECON20040,08:43.1,"['START', 'JOIN', 'FINISH']","[0, 0, 4333]"
ECON20040,10:56.2,"['JOIN', 'FINISH', 'START']","[0, 540, 0]"
FOR20100,20:33.1,"['START', 'TRANSFER', 'JOIN', 'FINISH']","[0, 4062, 0, 9433]"
FIN41340,24:20.5,"['JOIN', 'START', 'FINISH']","[0, 0, 2963]"
POL40950,33:42.4,"['FINISH', 'START', 'JOIN']","[1264, 0, 0]"
ACM30030,55:00.1,"['START', 'JOIN', 'FINISH']","[0, 0, 2909]"
ACM20050,08:17.4,"['START', 'JOIN', 'FINISH']","[0, 0, 365]"
MATH10340,14:58.0,"['JOIN', 'START', 'FINISH']","[0, 0, 698]"
ACM10080,25:00.8,"['JOIN', 'START', 'FINISH']","[0, 0, 2460]"
MATH10040,26:56.1,"['START', 'JOIN', 'FINISH']","[0, 0, 72]"
ACM10080,34:11.7,"['FINISH', 'JOIN', 'START']","[4155, 0, 0]"
MATH00030,38:34.0,"['FINISH', 'JOIN', 'START']","[1267, 0, 0]"
MATH10040,42:09.5,"['START', 'JOIN', 'FINISH']","[0, 0, 4524]"
MATH10310,01:49.1,"['JOIN', 'START', 'FINISH']","[0, 0, 1618]"
MATH10340,37:34.5,"['FINISH', 'JOIN', 'START']","[346, 0, 0]"
ECON20040,45:44.4,"['START', 'JOIN', 'TRANSFER', 'FINISH']","[0, 0, 62284, 62289]"
MATH00030,57:50.8,"['JOIN', 'START', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'JOIN', 'JOIN']","[0, 0, 0, 0, 257, 0, 0, 0, 0]"
FOR20100,08:04.3,"['FINISH', 'JOIN', 'START']","[2433, 0, 0]"
MATH10040,11:44.3,"['FINISH', 'JOIN', 'START', 'TRANSFER', 'JOIN', 'JOIN']","[8315, 0, 0, 3215, 4618, 4615]"
MATH10040,12:13.6,"['JOIN', 'START', 'FINISH']","[0, 0, 1872]"
MATH10340,42:57.9,"['FINISH', 'START', 'JOIN']","[2331, 0, 0]"
MATH20290,44:01.7,"['START', 'JOIN', 'FINISH']","[0, 0, 463]"
MATH20060,52:34.5,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 0, 2076]"
MST30030,11:55.2,"['JOIN', 'START', 'FINISH']","[0, 0, 1151]"
MATH10040,22:37.9,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 1889]"
ACM10070,32:23.7,"['START', 'JOIN', 'FINISH']","[0, 0, 3093]"
MST30030,45:08.5,"['FINISH', 'JOIN', 'START']","[863, 0, 0]"
ACM20050,54:56.0,"['JOIN', 'START', 'FINISH']","[0, 0, 1372]"
MATH20030,01:12.0,"['FINISH', 'JOIN', 'START', 'TRANSFER']","[2936, 0, 0, 2131]"
PHYC10150,04:18.9,"['FINISH', 'JOIN', 'START']","[1738, 0, 0]"
MATH00010,12:15.1,"['START', 'FINISH', 'JOIN']","[0, 1217, 0]"
MATH10340,18:35.3,"['FINISH', 'START', 'JOIN']","[1223, 0, 0]"
STAT40690,26:02.5,"['FINISH', 'START', 'JOIN']","[1766, 0, 0]"
MATH00010,33:08.0,"['FINISH', 'JOIN', 'START']","[93, 0, 0]"
ACM20050,37:38.0,"['FINISH', 'JOIN', 'START']","[2655, 0, 0]"
MST20010,39:48.7,"['TRANSFER', 'FINISH', 'START', 'JOIN', 'JOIN']","[671, 3029, 0, 0, 0]"
FOR20100,50:32.0,"['FINISH', 'JOIN', 'START']","[181, 0, 0]"
MATH10290,54:52.0,"['JOIN', 'START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 16, 0, 4327]"
MATH20060,58:35.9,"['START', 'JOIN', 'FINISH']","[0, 0, 325]"
ACM20050,04:43.2,"['TRANSFER', 'JOIN', 'START', 'FINISH']","[1094, 0, 0, 2013]"
STAT20070,12:58.3,"['START', 'FINISH', 'JOIN']","[0, 1618, 0]"
MATH10250,39:12.9,"['START', 'FINISH', 'JOIN', 'TRANSFER']","[0, 1201, 0, 1137]"
EEEN10010,41:32.6,"['START', 'FINISH', 'JOIN']","[0, 977, 0]"
MATH10030,48:19.3,"['FINISH', 'START', 'JOIN']","[371, 0, 0]"
ACM20050,59:31.0,"['START', 'JOIN', 'FINISH']","[0, 0, 6695]"
STAT30010,04:08.2,"['FINISH', 'TRANSFER', 'JOIN', 'JOIN', 'START']","[84642, 84638, 4, 0, 0]"
MATH30040,08:12.0,"['JOIN', 'START', 'FINISH']","[0, 0, 917]"
ACM10070,09:24.1,"['JOIN', 'START', 'FINISH']","[0, 0, 6085]"
FIN41300,19:49.9,"['START', 'JOIN']","[0, 0]"
ACM30030,23:51.8,"['FINISH', 'JOIN', 'START']","[819, 0, 0]"
MATH10250,29:12.2,"['FINISH', 'JOIN', 'START']","[436, 0, 0]"
MATH10040,38:14.1,"['FINISH', 'START', 'JOIN']","[1818, 0, 0]"
MATH10340,46:40.6,"['START', 'FINISH', 'JOIN']","[0, 569, 0]"
PHYC30020,49:54.7,"['FINISH', 'JOIN', 'START']","[7266, 0, 0]"
MATH10040,10:15.9,"['JOIN', 'START', 'FINISH']","[0, 0, 6565]"
PHYC10070,12:12.8,"['FINISH', 'JOIN', 'START']","[966, 0, 0]"
MATH10040,25:46.1,"['FINISH', 'JOIN', 'START']","[5650, 0, 0]"
MST20010,38:20.0,"['JOIN', 'START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 2192]"
MATH10040,58:16.9,"['START', 'JOIN', 'FINISH']","[0, 0, 982]"
MATH20290,00:47.1,"['START', 'JOIN', 'FINISH']","[0, 0, 956]"
MATH10340,09:38.8,"['JOIN', 'START', 'FINISH']","[0, 0, 209]"
GEOG30320,12:42.3,"['JOIN', 'START', 'FINISH']","[0, 0, 2782]"
ACM10070,17:04.2,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 2029]"
MATH10340,37:32.9,"['JOIN', 'START', 'FINISH']","[0, 0, 173]"
ACM20050,57:18.8,"['FINISH', 'JOIN', 'JOIN', 'START']","[41, 0, 0, 0]"
MATH10210,04:08.8,"['START', 'JOIN', 'FINISH']","[0, 0, 3216]"
MST30030,04:10.2,"['FINISH', 'JOIN', 'START', 'JOIN']","[2961, 0, 0, 0]"
MEEN10030,53:55.6,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 0, 1023]"
MATH10040,58:25.4,"['FINISH', 'START', 'JOIN']","[2912, 0, 0]"
MATH10040,11:28.2,"['FINISH', 'JOIN', 'START']","[874, 0, 0]"
CHEN30010,26:29.6,"['JOIN', 'START', 'FINISH']","[0, 0, 1157]"
ACM30220,32:35.9,"['JOIN', 'START', 'FINISH']","[0, 0, 2025]"
STAT20070,46:20.5,"['FINISH', 'JOIN', 'START']","[1159, 0, 0]"
MATH10040,00:57.1,"['JOIN', 'START', 'FINISH']","[0, 0, 38]"
ECON10030,10:43.8,"['JOIN', 'START', 'FINISH']","[0, 0, 573]"
PHYC30020,13:28.7,"['FINISH', 'START', 'JOIN']","[4873, 0, 0]"
MATH10250,32:42.0,"['START', 'JOIN', 'FINISH']","[0, 0, 16]"
SCI10010,33:11.8,"['JOIN', 'START', 'FINISH']","[0, 0, 17]"
MATH10040,33:37.0,"['FINISH', 'START', 'JOIN', 'JOIN', 'JOIN']","[28, 0, 0, 6, 4]"
ACM20050,07:22.5,"['FINISH', 'START', 'JOIN']","[3396, 0, 0]"
MATH10290,07:41.9,"['JOIN', 'FINISH', 'JOIN', 'START']","[0, 7422, 0, 0]"
MATH10340,08:27.3,"['JOIN', 'START', 'FINISH']","[0, 0, 3065]"
MATH10030,17:47.3,"['START', 'JOIN', 'FINISH']","[0, 0, 384]"
MATH10290,32:43.1,"['FINISH', 'START', 'JOIN']","[1743, 0, 0]"
STAT20070,36:33.9,"['JOIN', 'START', 'FINISH']","[0, 0, 24019]"
ACM10070,52:37.8,"['START', 'JOIN', 'FINISH']","[0, 0, 609]"
STAT20070,02:40.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1153]"
ACM20050,16:54.8,"['FINISH', 'JOIN', 'JOIN', 'START']","[21604, 0, 0, 0]"
ACM10070,17:20.0,"['START', 'JOIN', 'JOIN', 'FINISH', 'JOIN']","[0, 0, 0, 300, 0]"
STAT30250,22:54.8,"['JOIN', 'FINISH', 'START']","[0, 874, 0]"
ACM20050,27:18.1,"['FINISH', 'JOIN', 'START']","[729, 0, 0]"
MATH10350,37:50.8,"['JOIN', 'START', 'FINISH']","[0, 0, 12]"
ACM10070,38:10.7,"['START', 'JOIN', 'FINISH']","[0, 0, 497]"
STAT20070,47:10.3,"['JOIN', 'FINISH', 'START', 'JOIN']","[1131, 1205, 0, 0]"
MST10010,49:43.9,"['JOIN', 'START', 'FINISH']","[0, 0, 1629]"
ACM20050,11:00.6,"['TRANSFER', 'START', 'FINISH', 'JOIN']","[18365, 0, 18368, 0]"
ACM20050,12:22.2,"['JOIN', 'JOIN', 'TRANSFER', 'JOIN', 'START', 'FINISH']","[0, 0, 6863, 0, 0, 6884]"
MATH10340,27:07.1,"['FINISH', 'START', 'JOIN']","[1989, 0, 0]"
STAT20070,35:35.3,"['JOIN', 'START', 'FINISH']","[0, 0, 7436]"
ACM20050,41:49.8,"['JOIN', 'FINISH', 'START']","[0, 1299, 0]"
MATH10340,16:50.6,"['FINISH', 'START', 'JOIN']","[1906, 0, 0]"
MATH10290,01:42.2,"['START', 'JOIN', 'FINISH']","[0, 0, 1160]"
ACM20050,03:47.0,"['JOIN', 'JOIN', 'TRANSFER', 'FINISH', 'START']","[0, 0, 3166, 11609, 0]"
STAT30240,05:16.1,"['JOIN', 'START', 'FINISH']","[0, 0, 8946]"
STAT20070,05:59.2,"['JOIN', 'START', 'FINISH']","[0, 0, 9302]"
PHYC10070,12:22.3,"['FINISH', 'START', 'JOIN']","[5793, 0, 0]"
MATH10290,25:03.4,"['JOIN', 'START', 'FINISH']","[0, 0, 3569]"
MATH10340,26:07.1,"['JOIN', 'START', 'FINISH']","[0, 0, 3511]"
ECON10030,31:18.5,"['FINISH', 'JOIN', 'START']","[1045, 0, 0]"
MATH20060,40:06.0,"['FINISH', 'JOIN', 'START', 'JOIN']","[9426, 0, 0, 0]"
MST10010,49:07.9,"['FINISH', 'JOIN', 'START']","[7475, 0, 0]"
MATH20060,06:59.7,"['FINISH', 'START', 'JOIN']","[2478, 0, 0]"
MST10040,25:14.0,"['FINISH', 'JOIN', 'START']","[1980, 0, 0]"
EEEN10010,44:29.5,"['FINISH', 'START', 'JOIN']","[5571, 0, 0]"
ACM10080,58:55.2,"['TRANSFER', 'JOIN', 'START', 'FINISH']","[4716, 0, 0, 4718]"
PHYC10070,59:30.1,"['START', 'FINISH', 'JOIN']","[0, 2474, 0]"
PHYC10150,59:57.8,"['START', 'JOIN', 'FINISH']","[0, 0, 3219]"
SCI10010,01:46.5,"['JOIN', 'START', 'FINISH']","[0, 0, 918]"
MATH10200,21:05.3,"['START', 'JOIN', 'FINISH']","[0, 0, 3379]"
SBUS10050,24:10.6,"['JOIN', 'START', 'FINISH']","[0, 0, 3198]"
STAT20070,08:27.9,"['JOIN', 'START', 'FINISH']","[0, 0, 499]"
MATH00030,29:31.8,"['START', 'FINISH', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN']","[0, 22490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
MATH10030,25:18.8,"['JOIN', 'JOIN', 'START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 0, 0, 0, 94]"
MATH10030,27:05.1,"['FINISH', 'JOIN', 'START']","[84, 0, 0]"
STAT20070,04:11.4,"['START', 'JOIN', 'FINISH']","[0, 0, 2959]"
MATH10290,05:23.3,"['JOIN', 'START', 'FINISH']","[0, 0, 692]"
MATH10340,15:54.1,"['FINISH', 'START', 'TRANSFER', 'JOIN']","[13374, 0, 13370, 0]"
ECON20040,29:52.3,"['JOIN', 'START', 'FINISH']","[0, 0, 1464]"
ACM10080,33:40.6,"['START', 'JOIN', 'FINISH']","[0, 0, 2328]"
MATH10030,36:08.8,"['TRANSFER', 'JOIN', 'START', 'FINISH']","[3105, 0, 0, 4564]"
ACM20150,58:02.0,"['FINISH', 'START', 'JOIN', 'TRANSFER']","[10781, 0, 0, 1212]"
MATH10290,14:48.7,"['JOIN', 'START', 'FINISH', 'TRANSFER']","[0, 0, 9704, 1638]"
MATH20030,15:18.7,"['JOIN', 'START', 'FINISH']","[0, 0, 9669]"
MST10010,28:04.0,"['JOIN', 'FINISH', 'START']","[0, 3763, 0]"
MATH10340,28:13.1,"['START', 'FINISH', 'JOIN']","[0, 1108, 0]"
ACM10080,43:22.6,"['JOIN', 'START', 'FINISH']","[0, 0, 2760]"
ACM10070,47:08.9,"['START', 'JOIN', 'FINISH']","[0, 0, 162]"
MATH20030,50:05.5,"['JOIN', 'START', 'FINISH']","[0, 0, 3509]"
MATH10290,53:19.8,"['FINISH', 'JOIN', 'START']","[3194, 0, 0]"
MST10040,02:21.9,"['FINISH', 'TRANSFER', 'JOIN', 'TRANSFER', 'JOIN', 'START']","[6861, 2821, 0, 2861, 0, 0]"
MST20010,14:58.0,"['START', 'FINISH', 'JOIN']","[0, 1943, 0]"
MATH20290,15:01.5,"['JOIN', 'START', 'FINISH']","[0, 0, 1862]"
ACM20150,15:57.1,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 6040]"
MST20010,20:40.6,"['JOIN', 'START', 'FINISH']","[0, 0, 1632]"
MATH10340,27:38.5,"['FINISH', 'JOIN', 'START']","[5369, 0, 0]"
MEEN20010,28:37.4,"['FINISH', 'START', 'JOIN']","[5375, 0, 0]"
ACM20150,30:24.2,"['START', 'JOIN', 'FINISH']","[0, 0, 5226]"
