module,start,events,times
MATH20060,38:25.6,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 1818]"
MATH10250,00:07.0,"['JOIN', 'START', 'FINISH']","[0, 0, 3374]"
MATH10030,09:42.5,"['FINISH', 'JOIN', 'START']","[979, 0, 0]"
MEEN20050,26:52.2,"['START', 'JOIN', 'FINISH', 'TRANSFER', 'PAUSE']","[0, 0, 12776, 12746, 237]"
MATH20330,31:18.6,"['JOIN', 'START', 'FINISH']","[0, 0, 642]"
MATH10340,33:59.8,"['JOIN', 'FINISH', 'START']","[0, 56, 0]"
ACM30030,35:38.2,"['FINISH', 'JOIN', 'START']","[164, 0, 0]"
ECON20040,54:15.8,"['JOIN', 'FINISH', 'START', 'PAUSE', 'TRANSFER']","[0, 2235, 0, 159, 345]"
MATH10200,25:50.1,"['JOIN', 'PAUSE', 'FINISH', 'START']","[0, 744, 8151, 0]"
MEEN10030,32:35.2,"['JOIN', 'FINISH', 'PAUSE', 'START']","[0, 364, 73, 0]"
MEEN20050,32:39.7,"['FINISH', 'START', 'JOIN']","[896, 0, 0]"
ECON20040,32:44.7,"['START', 'FINISH', 'JOIN', 'PAUSE']","[0, 5288, 0, 2245]"
PHYC20020,35:23.4,"['PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'JOIN', 'START']","[181, 7486, 204, 0, 1174, 0]"
FOR20100,44:26.0,"['FINISH', 'START', 'JOIN']","[1508, 0, 0]"
ECON20040,47:50.2,"['PAUSE', 'TRANSFER', 'PAUSE', 'JOIN', 'FINISH', 'START']","[68, 1346, 1365, 0, 4426, 0]"
ACM10080,05:28.8,"['START', 'JOIN', 'FINISH']","[0, 0, 661]"
MATH10290,05:34.3,"['JOIN', 'FINISH', 'PAUSE', 'START']","[0, 5554, 3855, 0]"
MST10010,14:22.2,"['START', 'JOIN', 'FINISH']","[0, 0, 516]"
MATH10230,25:06.7,"['START', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE', 'TRANSFER']","[0, 6269, 0, 1478, 1619, 6264]"
ECON20040,52:47.1,"['FINISH', 'PAUSE', 'START', 'JOIN']","[868, 855, 0, 0]"
MEEN20050,10:31.0,"['FINISH', 'JOIN', 'START']","[1262, 0, 0]"
MATH10250,21:59.3,"['PAUSE', 'FINISH', 'START', 'JOIN']","[718, 9689, 0, 0]"
MATH20060,37:49.2,"['START', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH']","[0, 0, 1897, 9019, 9273]"
MATH20330,38:39.6,"['START', 'JOIN', 'FINISH']","[0, 0, 1322]"
MATH00030,43:36.4,"['FINISH', 'START', 'JOIN']","[1202, 0, 0]"
MATH20330,11:09.1,"['JOIN', 'START', 'PAUSE', 'FINISH']","[0, 0, 838, 7103]"
MEEN10030,40:20.7,"['PAUSE', 'FINISH', 'JOIN', 'START']","[1, 5456, 0, 0]"
MATH10340,40:50.3,"['PAUSE', 'START', 'JOIN', 'FINISH']","[449, 0, 0, 5235]"
MATH00030,48:44.9,"['START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 4372, 110]"
MATH20060,48:07.5,"['FINISH', 'JOIN', 'START']","[760, 0, 0]"
MATH10200,11:40.2,"['FINISH', 'JOIN', 'START', 'PAUSE']","[2155, 0, 0, 104]"
STAT20070,40:11.1,"['JOIN', 'PAUSE', 'PAUSE', 'START', 'TRANSFER', 'FINISH']","[0, 288, 1, 0, 1004, 1121]"
MATH10340,46:48.2,"['PAUSE', 'START', 'JOIN', 'FINISH']","[588, 0, 0, 2871]"
MATH10290,56:47.2,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 2339, 364]"
MATH10040,57:24.4,"['FINISH', 'PAUSE', 'JOIN', 'START']","[3561, 939, 0, 0]"
ECON20040,00:36.5,"['JOIN', 'START', 'FINISH']","[0, 0, 694]"
MST20050,12:24.3,"['PAUSE', 'JOIN', 'START', 'FINISH']","[1, 0, 0, 6780]"
ECON20040,12:41.3,"['JOIN', 'FINISH', 'START']","[0, 1799, 0]"
MATH10030,13:13.0,"['START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 1410, 353]"
MATH10250,13:49.2,"['PAUSE', 'JOIN', 'START', 'FINISH']","[412, 0, 0, 5120]"
MATH10250,14:13.3,"['PAUSE', 'START', 'FINISH', 'JOIN']","[1770, 0, 4870, 0]"
MATH10230,24:05.1,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 1367, 0, 4563]"
MATH10230,37:09.5,"['PAUSE', 'JOIN', 'START', 'FINISH']","[1001, 0, 0, 3276]"
ECON20040,43:46.9,"['JOIN', 'FINISH', 'START']","[0, 996, 0]"
MATH10250,54:43.1,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1740, 2326]"
MST20040,55:37.6,"['PAUSE', 'JOIN', 'FINISH', 'START', 'TRANSFER']","[1715, 0, 7825, 0, 7823]"
FOR20100,01:26.5,"['JOIN', 'START', 'PAUSE', 'FINISH']","[0, 0, 651, 2627]"
MST20050,12:53.4,"['START', 'FINISH', 'JOIN']","[0, 1929, 0]"
ECON20040,24:28.5,"['FINISH', 'START', 'PAUSE', 'JOIN']","[1101, 0, 198, 0]"
MATH10230,28:12.9,"['START', 'FINISH', 'JOIN', 'PAUSE']","[0, 1044, 0, 480]"
MATH10040,30:13.9,"['PAUSE', 'FINISH', 'JOIN', 'START']","[2, 383, 0, 0]"
MATH10030,36:02.8,"['PAUSE', 'JOIN', 'START', 'FINISH']","[1851, 0, 0, 1983]"
MATH20060,37:48.7,"['FINISH', 'JOIN', 'START', 'PAUSE']","[1445, 0, 0, 574]"
FOR20100,47:56.9,"['JOIN', 'START', 'TRANSFER', 'FINISH', 'PAUSE']","[0, 0, 4688, 4689, 1949]"
FOR20100,58:43.8,"['JOIN', 'START', 'FINISH']","[0, 0, 106]"
MST10040,29:44.3,"['START', 'TRANSFER', 'FINISH', 'PAUSE', 'JOIN']","[0, 2185, 2188, 10, 0]"
ACM10070,30:09.3,"['FINISH', 'PAUSE', 'JOIN', 'START']","[132, 2, 0, 0]"
MATH20060,30:27.4,"['LEAVE', 'PAUSE', 'START', 'JOIN', 'JOIN', 'PAUSE', 'FINISH']","[3015, 1537, 0, 0, 0, 1558, 3017]"
MATH20060,56:28.9,"['START', 'FINISH', 'JOIN', 'PAUSE']","[0, 1483, 0, 1]"
ECON20040,11:02.6,"['START', 'FINISH', 'JOIN']","[0, 885, 0]"
FOR20100,26:14.8,"['START', 'JOIN', 'FINISH']","[0, 0, 1178]"
STAT30240,34:24.6,"['FINISH', 'JOIN', 'START', 'PAUSE']","[12, 0, 0, 6]"
MATH20060,34:40.3,"['START', 'PAUSE', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH']","[0, 4565, 248, 2654, 0, 4780]"
MATH20060,42:17.1,"['FINISH', 'START', 'JOIN']","[300, 0, 0]"
MATH20060,46:54.7,"['PAUSE', 'JOIN', 'START', 'FINISH']","[514, 0, 0, 5466]"
MATH10040,52:40.2,"['FINISH', 'START', 'PAUSE', 'JOIN', 'PAUSE']","[8987, 0, 6451, 0, 205]"
MATH20060,56:55.9,"['FINISH', 'JOIN', 'START']","[1849, 0, 0]"
ECON20040,59:55.7,"['START', 'PAUSE', 'FINISH', 'PAUSE', 'JOIN']","[0, 2563, 5081, 1431, 0]"
MATH10240,00:35.5,"['FINISH', 'JOIN', 'START', 'PAUSE', 'PAUSE']","[4462, 0, 0, 632, 845]"
MATH10290,15:22.8,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1467, 1725]"
MATH10230,15:49.3,"['FINISH', 'START', 'JOIN']","[2625, 0, 0]"
MATH00040,28:29.9,"['JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'PAUSE', 'JOIN', 'START', 'JOIN', 'TRANSFER', 'JOIN', 'JOIN']","[2116, 6007, 8784, 2225, 0, 385, 2543, 0, 3552, 1889, 6356, 2540]"
MATH10290,35:39.0,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 1801, 0, 3905]"
MATH10200,40:23.4,"['PAUSE', 'FINISH', 'PAUSE', 'START', 'JOIN']","[1029, 8331, 220, 0, 0]"
MATH20060,42:55.8,"['START', 'PAUSE', 'FINISH', 'JOIN', 'PAUSE']","[0, 679, 909, 0, 885]"
MATH10040,58:11.1,"['FINISH', 'JOIN', 'START', 'PAUSE']","[4673, 0, 0, 768]"
MATH20060,58:30.5,"['FINISH', 'PAUSE', 'START', 'JOIN']","[1482, 1059, 0, 0]"
MATH10200,03:15.9,"['FINISH', 'JOIN', 'PAUSE', 'START']","[4775, 0, 712, 0]"
MATH20060,11:20.7,"['PAUSE', 'FINISH', 'PAUSE', 'JOIN', 'START']","[1777, 2113, 499, 0, 0]"
MATH20060,34:27.3,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 403, 0, 992]"
STAT20070,40:32.3,"['PAUSE', 'FINISH', 'PAUSE', 'JOIN', 'TRANSFER', 'START']","[910, 4536, 2624, 0, 2535, 0]"
MATH20060,57:26.2,"['JOIN', 'PAUSE', 'FINISH', 'START']","[0, 738, 1077, 0]"
MST10040,16:10.5,"['JOIN', 'FINISH', 'START']","[0, 624, 0]"
ACM10080,18:36.5,"['START', 'FINISH', 'PAUSE', 'JOIN']","[0, 1933, 1043, 0]"
MATH10200,24:54.8,"['FINISH', 'START', 'JOIN']","[1865, 0, 0]"
MATH10290,01:32.8,"['FINISH', 'JOIN', 'PAUSE', 'START']","[5494, 0, 885, 0]"
ACM10070,23:07.6,"['PAUSE', 'START', 'JOIN', 'PAUSE', 'FINISH']","[4211, 0, 0, 4, 4220]"
MATH10250,23:15.5,"['START', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN']","[0, 2973, 1950, 4422, 0]"
MATH10040,20:03.8,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1, 1248]"
ACM10080,33:33.8,"['FINISH', 'JOIN', 'START']","[151, 0, 0]"
MST20050,27:57.7,"['JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'START', 'JOIN', 'JOIN', 'JOIN']","[0, 0, 0, 0, 0, 0, 0, 0, 1829, 0, 0, 0, 0, 0]"
MST20050,58:50.4,"['FINISH', 'START', 'JOIN', 'JOIN']","[276, 0, 0, 0]"
MATH10250,04:10.9,"['PAUSE', 'JOIN', 'START', 'FINISH']","[1272, 0, 0, 6141]"
MATH10230,11:47.9,"['FINISH', 'START', 'PAUSE', 'JOIN']","[4622, 0, 2410, 0]"
MATH10040,34:19.3,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 1472, 995]"
MATH10230,52:26.8,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1296, 2232]"
ECON10770,20:35.5,"['PAUSE', 'JOIN', 'START', 'FINISH']","[2, 0, 0, 4646]"
PHYC20020,29:39.2,"['FINISH', 'JOIN', 'START']","[1387, 0, 0]"
FOR20100,31:03.4,"['JOIN', 'START', 'FINISH']","[0, 0, 1980]"
MST10010,36:15.2,"['FINISH', 'JOIN', 'START', 'PAUSE']","[751, 0, 0, 153]"
MATH10290,46:58.3,"['FINISH', 'START', 'PAUSE', 'PAUSE', 'JOIN']","[3109, 0, 2419, 40, 0]"
MATH10250,02:53.0,"['START', 'FINISH', 'JOIN']","[0, 3977, 0]"
MATH10340,03:49.3,"['FINISH', 'JOIN', 'START']","[2435, 0, 0]"
MATH20330,07:15.5,"['START', 'FINISH', 'JOIN']","[0, 806, 0]"
MATH10230,21:54.8,"['PAUSE', 'FINISH', 'JOIN', 'START']","[590, 1621, 0, 0]"
MATH10290,29:34.6,"['PAUSE', 'JOIN', 'START', 'FINISH']","[402, 0, 0, 653]"
FOR20100,32:34.4,"['JOIN', 'FINISH', 'START']","[0, 975, 0]"
MATH10230,57:50.8,"['PAUSE', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN', 'START']","[3225, 836, 3508, 4205, 0, 0]"
MATH10230,58:23.2,"['PAUSE', 'FINISH', 'JOIN', 'START']","[658, 3526, 0, 0]"
MST20050,11:53.5,"['FINISH', 'JOIN', 'START']","[892, 0, 0]"
MATH10250,23:51.9,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 980, 0, 1867]"
MATH10250,27:46.0,"['FINISH', 'START', 'JOIN']","[1197, 0, 0]"
MATH10230,55:35.5,"['FINISH', 'JOIN', 'START']","[73, 0, 0]"
MST10040,56:51.1,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 532, 0, 540]"
MATH10230,59:01.1,"['TRANSFER', 'START', 'PAUSE', 'JOIN', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE']","[17155, 0, 17156, 17906, 23240, 0, 17909, 802]"
MATH10340,59:47.9,"['PAUSE', 'PAUSE', 'START', 'PAUSE', 'FINISH', 'PAUSE', 'JOIN']","[1642, 1156, 0, 1628, 1659, 539, 0]"
STAT20070,01:40.4,"['JOIN', 'START', 'FINISH']","[0, 0, 1479]"
ACM10070,09:10.6,"['START', 'FINISH', 'JOIN']","[0, 1285, 0]"
MATH20060,12:53.8,"['FINISH', 'JOIN', 'START']","[505, 0, 0]"
MATH20060,19:35.9,"['START', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE']","[0, 513, 0, 450, 405]"
MATH10230,22:07.6,"['JOIN', 'START', 'TRANSFER', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 15771, 0, 1004, 15773]"
MATH10230,27:11.1,"['START', 'FINISH', 'JOIN']","[0, 1901, 0]"
MATH10230,28:35.3,"['JOIN', 'PAUSE', 'FINISH', 'START']","[0, 488, 1145, 0]"
MATH10230,31:03.4,"['START', 'FINISH', 'JOIN']","[0, 696, 0]"
MATH00030,38:55.9,"['JOIN', 'PAUSE', 'FINISH', 'PAUSE', 'START', 'PAUSE', 'TRANSFER']","[0, 65, 14771, 5197, 0, 4242, 14770]"
ACM10080,43:50.2,"['PAUSE', 'TRANSFER', 'FINISH', 'START', 'PAUSE', 'JOIN']","[1434, 550, 4164, 0, 468, 0]"
MATH10230,59:49.8,"['FINISH', 'START', 'JOIN', 'JOIN']","[3361, 0, 0, 0]"
MATH10290,03:08.8,"['FINISH', 'JOIN', 'START']","[1711, 0, 0]"
MATH10340,08:18.1,"['PAUSE', 'FINISH', 'START', 'PAUSE', 'PAUSE', 'JOIN']","[3280, 3413, 0, 3289, 207, 0]"
MATH10230,12:11.2,"['JOIN', 'START', 'FINISH', 'PAUSE', 'JOIN']","[0, 0, 2294, 1328, 0]"
ACM10080,35:04.5,"['PAUSE', 'JOIN', 'START', 'FINISH']","[829, 0, 0, 1729]"
MATH10340,38:00.8,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 218]"
MATH10040,41:47.6,"['JOIN', 'START', 'FINISH']","[0, 0, 320]"
MATH10230,48:30.0,"['PAUSE', 'FINISH', 'JOIN', 'START']","[585, 3253, 0, 0]"
MEEN20050,53:28.6,"['PAUSE', 'TRANSFER', 'JOIN', 'START', 'FINISH']","[20, 10294, 0, 0, 10295]"
PHYC20020,54:56.5,"['FINISH', 'START', 'PAUSE', 'JOIN', 'PAUSE', 'PAUSE']","[2819, 0, 2570, 0, 2593, 436]"
ECON30180,58:49.8,"['START', 'JOIN', 'FINISH']","[0, 0, 297]"
MATH10340,03:52.2,"['FINISH', 'START', 'JOIN']","[1158, 0, 0]"
MATH10250,04:42.7,"['FINISH', 'JOIN', 'JOIN', 'START']","[3866, 0, 0, 0]"
MATH10290,11:23.2,"['FINISH', 'START', 'JOIN']","[818, 0, 0]"
MATH10320,12:32.8,"['FINISH', 'START', 'PAUSE', 'JOIN']","[910, 0, 105, 0]"
MATH10130,24:32.7,"['START', 'FINISH', 'JOIN', 'PAUSE', 'TRANSFER']","[0, 8438, 0, 46, 8436]"
STAT10050,26:03.5,"['FINISH', 'START', 'JOIN']","[884, 0, 0]"
MATH10340,39:51.3,"['START', 'TRANSFER', 'FINISH', 'JOIN', 'PAUSE']","[0, 12222, 12223, 0, 1542]"
MST20010,51:02.9,"['JOIN', 'START', 'FINISH', 'TRANSFER', 'PAUSE']","[0, 0, 11549, 11548, 358]"
MATH10200,57:22.3,"['PAUSE', 'FINISH', 'START', 'JOIN']","[336, 1217, 0, 0]"
FOR20100,07:01.4,"['JOIN', 'FINISH', 'START']","[0, 368, 0]"
ACM20050,22:25.8,"['FINISH', 'JOIN', 'START']","[2278, 0, 0]"
MATH10040,39:11.7,"['PAUSE', 'START', 'FINISH', 'TRANSFER', 'JOIN']","[1377, 0, 8666, 8665, 0]"
MATH10250,00:52.6,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 620, 8337, 0]"
MATH10230,11:37.4,"['PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'START', 'PAUSE']","[833, 0, 8154, 8091, 0, 7701]"
MATH10040,26:05.7,"['PAUSE', 'FINISH', 'JOIN', 'START']","[1088, 6914, 0, 0]"
MATH00030,44:45.5,"['START', 'FINISH', 'PAUSE', 'JOIN']","[0, 5966, 1, 0]"
MATH20060,02:17.5,"['JOIN', 'JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 0, 1672, 1]"
MATH10250,06:40.1,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 314, 0, 10316]"
FOR20100,08:02.1,"['START', 'JOIN', 'PAUSE', 'JOIN', 'FINISH']","[0, 0, 472, 0, 3016]"
MATH10230,12:23.1,"['PAUSE', 'JOIN', 'JOIN', 'JOIN', 'PAUSE', 'PAUSE', 'JOIN', 'START', 'JOIN', 'FINISH', 'PAUSE']","[1, 10053, 0, 0, 6559, 6011, 5360, 0, 6556, 10569, 10055]"
MATH10230,16:49.2,"['PAUSE', 'JOIN', 'START', 'FINISH']","[1044, 0, 0, 8467]"
MATH10230,34:34.6,"['JOIN', 'PAUSE', 'START', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'PAUSE', 'FINISH']","[0, 7, 0, 3456, 0, 0, 0, 1265, 7341]"
MST10040,04:41.8,"['START', 'PAUSE', 'TRANSFER', 'FINISH', 'JOIN', 'JOIN']","[0, 846, 864, 4929, 2566, 0]"
MATH10230,12:46.7,"['PAUSE', 'JOIN', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH', 'PAUSE', 'START']","[639, 0, 698, 690, 2320, 6758, 905, 0]"
MATH20060,18:10.9,"['JOIN', 'START', 'PAUSE', 'PAUSE', 'TRANSFER', 'FINISH', 'JOIN', 'PAUSE']","[0, 0, 2358, 5595, 2357, 6387, 5139, 42]"
MATH10290,28:54.4,"['PAUSE', 'JOIN', 'FINISH', 'START']","[3, 0, 5556, 0]"
FOR20100,36:53.1,"['FINISH', 'JOIN', 'START']","[245, 0, 0]"
MATH10320,52:11.3,"['START', 'JOIN', 'FINISH']","[0, 0, 2633]"
MATH10250,52:58.0,"['PAUSE', 'START', 'JOIN', 'FINISH']","[264, 0, 0, 4193]"
MATH10230,39:57.6,"['JOIN', 'PAUSE', 'JOIN', 'START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 1175, 0, 0, 0, 0, 0, 1450]"
MATH20130,02:43.4,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 142, 0, 833]"
MATH10030,06:24.6,"['FINISH', 'START', 'JOIN']","[89, 0, 0]"
MST10010,08:53.3,"['FINISH', 'START', 'JOIN']","[19, 0, 0]"
MST10040,09:25.1,"['FINISH', 'START', 'JOIN']","[333, 0, 0]"
MST10040,17:59.0,"['FINISH', 'JOIN', 'START']","[131, 0, 0]"
MST10040,03:33.7,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1116, 3223]"
MATH10340,06:29.6,"['FINISH', 'JOIN', 'START']","[1264, 0, 0]"
MST10040,29:15.2,"['JOIN', 'FINISH', 'JOIN', 'START', 'PAUSE']","[0, 2324, 16, 0, 813]"
MATH20330,38:22.6,"['PAUSE', 'FINISH', 'JOIN', 'START']","[1, 1245, 0, 0]"
MST20050,40:31.9,"['PAUSE', 'PAUSE', 'FINISH', 'PAUSE', 'START', 'JOIN']","[577, 1424, 4312, 4165, 0, 0]"
MATH10030,48:02.7,"['FINISH', 'START', 'JOIN']","[1189, 0, 0]"
MATH10290,54:53.9,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 1, 3158, 0]"
MATH10030,05:42.3,"['FINISH', 'START', 'JOIN']","[3123, 0, 0]"
MATH20330,10:35.5,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 766, 2350, 0]"
ACM10070,32:32.5,"['PAUSE', 'JOIN', 'FINISH', 'START']","[1, 0, 1025, 0]"
MATH10250,37:01.4,"['FINISH', 'TRANSFER', 'PAUSE', 'START', 'JOIN', 'TRANSFER', 'PAUSE']","[18196, 18186, 739, 0, 0, 2499, 3987]"
MATH20060,52:05.6,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 3668, 529]"
MST10010,53:51.3,"['JOIN', 'START', 'PAUSE', 'FINISH']","[0, 0, 132, 4155]"
MATH10290,56:17.8,"['FINISH', 'PAUSE', 'JOIN', 'START']","[4157, 666, 0, 0]"
MATH10130,03:00.6,"['FINISH', 'JOIN', 'START']","[3001, 0, 0]"
ACM20150,13:00.1,"['JOIN', 'START', 'PAUSE', 'FINISH']","[0, 0, 1, 2841]"
STAT20070,13:22.8,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1, 3203]"
STAT20070,53:48.3,"['START', 'JOIN', 'FINISH']","[0, 0, 441]"
PHYC20020,01:59.6,"['START', 'FINISH', 'JOIN']","[0, 702, 0]"
ACM20150,03:40.5,"['FINISH', 'PAUSE', 'START', 'JOIN']","[11187, 22, 0, 0]"
FOR20100,04:22.2,"['JOIN', 'FINISH', 'START']","[0, 1137, 0]"
EEEN10010,08:54.1,"['PAUSE', 'START', 'FINISH', 'JOIN']","[1, 0, 462, 0]"
MATH20300,12:43.4,"['FINISH', 'JOIN', 'START']","[1733, 0, 0]"
STAT20070,14:20.8,"['START', 'JOIN', 'FINISH']","[0, 0, 1830]"
MATH10030,17:23.8,"['START', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH']","[0, 228, 18, 0, 332]"
MATH20060,43:38.5,"['FINISH', 'JOIN', 'START', 'PAUSE']","[2308, 0, 0, 369]"
MATH10250,45:51.1,"['PAUSE', 'START', 'FINISH', 'JOIN']","[869, 0, 8666, 0]"
STAT20070,48:07.9,"['FINISH', 'START', 'JOIN']","[1735, 0, 0]"
MATH10290,50:10.9,"['FINISH', 'START', 'JOIN', 'PAUSE']","[1857, 0, 0, 169]"
EEEN20020,52:02.2,"['JOIN', 'START', 'FINISH']","[0, 0, 105]"
MATH20330,54:23.3,"['FINISH', 'TRANSFER', 'JOIN', 'PAUSE', 'START']","[19572, 19539, 0, 1091, 0]"
MATH10250,02:28.1,"['FINISH', 'JOIN', 'START']","[1026, 0, 0]"
MATH20330,06:37.3,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 0, 6550]"
MATH10340,10:29.1,"['PAUSE', 'START', 'TRANSFER', 'JOIN', 'FINISH']","[299, 0, 410, 0, 1027]"
MATH00030,17:46.9,"['FINISH', 'PAUSE', 'PAUSE', 'PAUSE', 'JOIN', 'START']","[6755, 4807, 690, 1144, 0, 0]"
ACM20150,28:03.0,"['START', 'FINISH', 'JOIN']","[0, 1687, 0]"
MATH10250,37:54.6,"['FINISH', 'START', 'JOIN']","[791, 0, 0]"
MATH10250,51:30.6,"['FINISH', 'JOIN', 'START']","[1159, 0, 0]"
MATH10290,08:44.2,"['JOIN', 'START', 'PAUSE', 'PAUSE', 'FINISH']","[0, 0, 443, 2681, 6349]"
MST10040,17:16.2,"['START', 'JOIN', 'FINISH']","[0, 0, 2125]"
PHYC20020,31:14.4,"['JOIN', 'START', 'FINISH']","[0, 0, 85]"
MATH10290,45:28.1,"['PAUSE', 'PAUSE', 'START', 'FINISH', 'JOIN']","[367, 2223, 0, 4536, 0]"
PHYC20020,47:20.8,"['JOIN', 'START', 'FINISH']","[0, 0, 699]"
MATH10340,29:24.7,"['JOIN', 'TRANSFER', 'START', 'FINISH', 'PAUSE']","[0, 13869, 0, 13871, 1829]"
ACM20050,39:59.4,"['FINISH', 'START', 'JOIN']","[3375, 0, 0]"
MATH10290,41:17.9,"['FINISH', 'PAUSE', 'JOIN', 'START']","[4959, 2007, 0, 0]"
MATH10250,57:17.1,"['JOIN', 'FINISH', 'START']","[0, 655, 0]"
MATH10250,00:42.7,"['FINISH', 'JOIN', 'TRANSFER', 'START', 'PAUSE']","[11997, 0, 11995, 0, 14]"
MST10010,14:55.6,"['JOIN', 'FINISH', 'START']","[0, 2815, 0]"
MATH10250,40:28.3,"['FINISH', 'START', 'JOIN']","[1495, 0, 0]"
MATH10250,41:10.4,"['JOIN', 'JOIN', 'PAUSE', 'JOIN', 'JOIN', 'START', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH']","[5540, 4157, 5548, 0, 0, 0, 0, 5082, 853, 9276]"
ACM20150,49:41.2,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1, 5001]"
MATH10290,11:13.5,"['PAUSE', 'FINISH', 'PAUSE', 'JOIN', 'START']","[121, 3809, 3714, 0, 0]"
MATH20070,13:49.0,"['JOIN', 'FINISH', 'START']","[0, 22, 0]"
MATH10290,14:15.7,"['JOIN', 'START', 'FINISH']","[0, 0, 16]"
STAT20070,18:37.7,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 343, 0, 3649]"
MATH10290,24:27.7,"['JOIN', 'FINISH', 'PAUSE', 'START']","[0, 3462, 546, 0]"
PHYC10150,33:55.5,"['FINISH', 'JOIN', 'START']","[768, 0, 0]"
MATH10130,46:57.2,"['FINISH', 'START', 'JOIN']","[1495, 0, 0]"
BMOL20060,19:38.4,"['FINISH', 'START', 'JOIN']","[15, 0, 0]"
MATH20290,19:57.8,"['FINISH', 'JOIN', 'START']","[16, 0, 0]"
MATH10250,20:18.7,"['JOIN', 'FINISH', 'START']","[0, 12, 0]"
MATH10200,01:51.2,"['PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'START', 'PAUSE']","[1588, 0, 9079, 3438, 0, 3306]"
MATH10030,05:32.5,"['START', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN']","[0, 5011, 2053, 5586, 0]"
PHYC10210,12:08.4,"['TRANSFER', 'FINISH', 'PAUSE', 'PAUSE', 'JOIN', 'START']","[2382, 8949, 187, 2394, 0, 0]"
STAT20070,18:50.5,"['PAUSE', 'JOIN', 'FINISH', 'START']","[10, 0, 3757, 0]"
MATH10290,23:06.9,"['FINISH', 'JOIN', 'PAUSE', 'JOIN', 'START']","[3610, 0, 93, 0, 0]"
MATH10290,27:13.3,"['JOIN', 'FINISH', 'START', 'PAUSE', 'JOIN']","[0, 5577, 0, 2050, 0]"
ECON10030,56:34.9,"['START', 'JOIN', 'FINISH']","[0, 0, 526]"
MATH10250,59:28.3,"['JOIN', 'PAUSE', 'PAUSE', 'START', 'FINISH']","[0, 5861, 2143, 0, 11840]"
ACM20050,12:06.4,"['FINISH', 'PAUSE', 'JOIN', 'START']","[5982, 2, 0, 0]"
MATH10250,37:14.3,"['JOIN', 'FINISH', 'START']","[0, 1402, 0]"
MATH10320,00:27.6,"['PAUSE', 'START', 'JOIN', 'FINISH']","[5, 0, 0, 2708]"
MST20070,00:35.1,"['FINISH', 'PAUSE', 'TRANSFER', 'JOIN', 'START']","[3114, 601, 3081, 0, 0]"
MATH20330,01:08.3,"['START', 'FINISH', 'JOIN', 'JOIN']","[0, 2605, 0, 0]"
ACM30030,01:22.0,"['FINISH', 'START', 'JOIN']","[31, 0, 0]"
